Entity ID,Symbol,Name,Inter- net Address,Stock Exchange,Sector,Economy Sector,Company is Active,Datenc (FIRST),Datenc (RT Last),Closing Price,Market Value,Sales
008KYV-E,EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR",http://www.neworiental.org,NYSE,Consumer Services,Consumer Non-Cyclicals,1,20060907,20180706,94.46,14501.18,1797.169
000DDH-E,CRS,Carpenter Technology Corporation,http://www.cartech.com,NYSE,Producer Manufacturing,Non-Energy Materials,1,19841105,20180706,54.79,2545.898,1797.1
05J77T-E,B8GQJS,FBN Holdings Plc,http://www.fbnholdings.com,NIGERIA,Finance,Finance,1,20000502,20180706,0.02920723,1048.402,1796.917
002R1W-E,WLH,William Lyon Homes Class A,http://www.lyonhomes.com,NYSE,Consumer Durables,Finance,1,20130118,20180706,23.46,897.6379,1796.528
002R1W-E,840V102B,"WILLIAM LYON HOMES, INC.",http://www.lyonhomes.com,#NAME?,#NAME?,Industrials,1,NA,NA,,,1796.528
002JBL-E,ARLP,"Alliance Resource Partners, L.P.",http://www.arlp.com,NASDAQ,Energy Minerals,Energy,1,19990817,20180706,18.25,4016.795,1796.22
000YWP-E,JW.A,"John Wiley & Sons, Inc. Class A",http://www.wiley.com,NYSE,Consumer Services,Consumer Services,1,19841105,20180706,63.8,3667.951,1796.103
007SCB-E,AHGP,"Alliance Holdings GP, L.P.",http://www.ahgp.com,NASDAQ,Energy Minerals,Energy,1,20060510,20180531,,,1795.841
000KZS-E,GNTX,Gentex Corporation,http://www.gentex.com,NASDAQ,Producer Manufacturing,Consumer Cyclicals,1,19841105,20180706,23.26,6339.72,1794.873
05HYYK-E,572404,Manitou BF SA,http://www.manitou-group.com,EURONEXT PARIS,Producer Manufacturing,Industrials,1,19860815,20180706,37.50642,1483.452,1794.508
05HZ08-E,BYTHBX,Capio AB,http://www.capio.com,OMX NORDIC STOCKHOLM,Health Services,Healthcare,1,20150630,20180706,4.830697,681.8995,1794.17
07DX9K-E,*SES,Secure Energy Services Inc.,http://www.secure-energy.ca,TORONTO,Industrial Services,Energy,1,20100330,20180706,5.459266,900.8185,1793.634
001Q09-E,TTWO,"Take-Two Interactive Software, Inc.",http://www.take2games.com,NASDAQ,Consumer Durables,Technology,1,19970415,20180706,123.44,13819.39,1792.892
05W475-E,603775,"An Hui Wenergy Co., Ltd. Class A",http://www.wenergy.cn,SHENZHEN,Utilities,Utilities,1,19960422,20180706,0.6694246,1198.535,1791.426
05J20L-E,8214,"AOKI Holdings, Inc.",http://www.aoki-hd.co.jp,TOKYO,Retail Trade,Consumer Cyclicals,1,19890929,20180706,13.50899,1224.583,1790.243
00C1MJ-E,615129,Shikun & Binui Ltd,http://www.shikunbinui.co.il,TEL AVIV,Industrial Services,Industrials,1,20000216,20180705,1.68408,685.5023,1789.645
05N1VC-E,B0B87F,MARR SpA,http://www.marr.it,MILAN,Distribution Services,Consumer Non-Cyclicals,1,20050621,20180706,27.08928,1802.118,1788.658
05JZZZ-E,652027,Radiant Opto-Electronics Corp.,http://www.radiant.com.tw,TAIWAN,Electronic Technology,Technology,1,20020429,20180706,1.962425,912.5811,1788.154
001MJV-E,FIX,"Comfort Systems USA, Inc.",http://www.comfortsystemsusa.com,NYSE,Industrial Services,Business Services,1,19970627,20180706,47.6,1749.737,1787.922
05X9FN-E,600394,"Shanxi Meijin Energy Co., Ltd. Class A",http://www.mjenergy.com,SHENZHEN,Energy Minerals,Energy,1,19981023,20180326,,3353.924,1787.129
08C6KK-E,FDS05J3C,New Look Retail Group Ltd. Class A,http://www.newlookgroup.com,#NAME?,Retail Trade,Consumer Cyclicals,1,NA,NA,,,1786.045
08C6KK-E,FDS05UQG,New Look Retail Group Ltd. Class B,http://www.newlookgroup.com,#NAME?,Retail Trade,Consumer Cyclicals,1,NA,NA,,,1786.045
00B72S-E,ILG,"ILG, Inc.",http://www.iilg.com,NASDAQ,Consumer Services,Consumer Services,1,20080812,20180706,33.78,4169.727,1786
06KKQ2-E,B1JLL3,Torrent Power Limited,http://www.torrentpower.com,BSE INDIA,Utilities,Utilities,1,20061128,20180706,3.260499,1567.05,1785.76
0DN6Y4-E,BM677T,APPLUS SERVICES S.A.,http://www.applus.com,SPAIN,Commercial Services,Business Services,1,20140509,20180706,13.86209,1982.535,1785.626
000D1N-E,BGG,Briggs & Stratton Corporation,http://www.briggsandstratton.com,NYSE,Consumer Durables,Industrials,1,19841105,20180706,18.07,767.5433,1785.061
004DM2-E,BD8QVH,InterContinental Hotels Group PLC,http://www.ihgplc.com,LONDON,Consumer Services,Consumer Services,1,19850102,20180706,61.76625,11776.97,1784
0H2QVK-E,JHG,Janus Henderson Group PLC,http://www.janushenderson.com,NYSE,Finance,Finance,1,20170530,20180706,31.16,6214.59,1783.7
007D3W-E,652333,"Beijing Jingneng Power Co., Ltd. Class A",http://www.jingnengpower.com,SHANGHAI,Utilities,Utilities,1,20020510,20180706,0.4648364,3136.128,1783.361
000ZLZ-E,PZZA,"Papa John's International, Inc.",http://www.papajohns.com,NASDAQ,Consumer Services,Consumer Services,1,19930608,20180706,51.27,1643.775,1783.359
00F5CL-E,FWONA,Liberty Media Corporation Series A Liberty Formula One,http://www.libertymedia.com,NASDAQ,Consumer Services,Consumer Services,1,20160418,20180706,36.61,25538.68,1783
05J369-E,7552,Happinet Corporation,http://www.happinet.co.jp,TOKYO,Distribution Services,Consumer Cyclicals,1,19970926,20180706,12.73032,306.1642,1782.935
003KXH-E,BYVQL4,Tou Rong Chang Fu Group Limited,http://www.trcf.com.hk,HONG KONG,Process Industries,Energy,1,20021113,20180629,0.01503405,134.8235,1782.759
05PXL7-E,2737,Tomen Devices Corp.,http://www.tomendevices.co.jp,TOKYO,Distribution Services,Technology,1,20020626,20180706,24.9536,169.7344,1782.592
0C149H-E,BHWQM3,"UTour Group Co., Ltd. Class A",http://www.utourworld.com,SHENZHEN,Consumer Services,Consumer Services,1,20140123,20180706,1.296728,1101.757,1782.156
05J0ZQ-E,5393,Nichias Corporation,http://www.nichias.co.jp,TOKYO,Producer Manufacturing,Non-Energy Materials,1,19850102,20180706,11.66191,1581.634,1781.924
05HXBM-E,9861,"Yoshinoya Holdings Co., Ltd.",http://www.yoshinoya-holdings.com,TOKYO,Consumer Services,Consumer Services,1,19900314,20180706,19.06832,1241.911,1781.799
064DN1-E,665458,KOREA INVESTMENT HOLDINGS CO LTD,http://www.koreaholdings.com,KOREA,Finance,Finance,1,20030721,20180706,73.5696,4099.739,1780.278
0GHS3W-E,FCFS,"FirstCash, Inc.",http://www.firstcash.com,NYSE,Finance,Finance,1,19910610,20180706,90.9,4064.643,1779.822
0B76SG-E,630658,AVIC Helicopter Co. Ltd. Class A,http://www.hafei.com,SHANGHAI,Electronic Technology,Industrials,1,20001218,20180706,5.85032,3448.627,1779.681
0BDKB8-E,BATS,"BATS Global Markets, Inc.",http://www.bats.com,CBOE BZX,Finance,Finance,0,20160415,20170228,,,1778.7
05XBVL-E,629008,Hubei Sanxia New Building Materials Co. Ltd. Class A,http://www.sxxc.com.cn,SHANGHAI,Process Industries,Consumer Cyclicals,1,20000919,20180503,,1010.474,1778.372
003N2D-E,*CGO,Cogeco Inc.,http://www.cogeco.com,TORONTO,Consumer Services,Telecommunications,1,19891219,20180706,44.9645,730.6671,1778.105
0818SS-E,B622C1,Youngone Corp.,http://www.youngone.com,KOREA,Consumer Non-Durables,Consumer Cyclicals,1,20090730,20180706,28.67512,1270.637,1777.349
05J1NF-E,2734,Sala Corporation,http://www.sala.jp,TOKYO,Utilities,Finance,1,20020430,20180706,6.147857,406.0115,1776.626
06VXRQ-E,ARGO,"Argo Group International Holdings, Ltd.",http://www.argolimited.com,NYSE,Finance,Finance,1,19870325,20180706,59.4,2004.594,1776.6
07BM24-E,B00ZNP,PT Bank CIMB Niaga Tbk Class A,http://www.cimbniaga.com,INDONESIA,Finance,Finance,1,19900912,20180706,0.06402227,1608.982,1776.014
000XV8-E,FDS9BF44,"Transcontinental Gas Pipe Line Company, LLC",http://www.williams.com/operations/atlanticgulf-operations/transco,#NAME?,Industrial Services,Energy,1,NA,NA,,,1775.005
05HZ84-E,9536,"Saibu Gas Co., Ltd.",http://www.saibugas.co.jp,TOKYO,Utilities,Utilities,1,19850102,20180706,25.28861,940.4218,1774.039
000WRQ-E,FDS9BF3E,Southwestern Electric Power Company,http://www.swepco.com,#NAME?,Utilities,Utilities,1,NA,NA,,,1773.9
05HX9Q-E,621527,"Compeq Manufacturing Co., Ltd.",http://www.compeq.com.tw,TAIWAN,Electronic Technology,Technology,1,19910301,20180706,1.010747,1204.629,1773.813
05JTW6-E,B07G37,Nokian Renkaat Oyj,http://www.nokiantyres.com,OMX NORDIC HELSINKI,Consumer Durables,Consumer Cyclicals,1,19950606,20180706,39.32884,5407.112,1773.677
08SDHH-E,FDS0DHZ5,CIRSA Gaming Corp. SA,http://www.cirsa.com,#NAME?,#NAME?,Consumer Services,1,NA,NA,,,1773.554
062T6Z-E,687406,Wuxi Taiji Industry Co. Ltd. Class A,http://www.wxtj.com,SHANGHAI,Process Industries,Industrials,1,19950306,20180706,1.125235,2369.959,1773.224
064HLB-E,615044,Commercial Bank (Q.S.C.),http://www.cbq.com.qa,DOHA,Finance,Finance,1,19960612,20180705,10.64817,4309.586,1772.668
05KWHD-E,645979,Independent Petroleum Group SAK,http://www.ipg.com.kw,KUWAIT,Distribution Services,Energy,1,19960313,20180704,1.484543,279.699,1772.054
05HQRC-E,BD2Z8S,Italgas SpA,http://www.italgas.it,MILAN,Utilities,Utilities,1,20161107,20180706,5.685927,4600.686,1771.905
0858N6-E,2715,Elematec Corporation,http://www.elematec.com,TOKYO,Electronic Technology,Technology,1,20020610,20180706,22.87111,483.7806,1770.583
000R50-E,NCS,"NCI Building Systems, Inc.",http://www.ncilp.com,NYSE,Producer Manufacturing,Non-Energy Materials,1,19920403,20180706,21.25,1422.526,1770.278
05J0H2-E,9511,"Okinawa Electric Power Co., Inc.",http://www.okiden.co.jp,TOKYO,Utilities,Utilities,1,19891102,20180706,21.49486,1165.389,1769.645
05HZ8G-E,BYZWX7,Croda International Plc,http://www.croda.com,LONDON,Process Industries,Non-Energy Materials,1,19850102,20180706,64.48753,8489.333,1768.309
05HZ8G-E,8268166B,Croda International Plc,http://www.croda.com,#NAME?,#NAME?,Non-Energy Materials,1,NA,NA,,,1768.309
0B4DZ1-E,BD5ZR9,Star Entertainment Group Limited,http://www.starentertainmentgroup.com.au,ASX,Consumer Services,Consumer Services,1,20110606,20180706,3.645921,3344.486,1767.733
000BFS-E,AIR,AAR CORP.,http://www.aarcorp.com,NYSE,Electronic Technology,Industrials,1,19841105,20180706,47.2,1636.346,1767.6
0BK5K3-E,B52K2H,"Zhejiang Semir Garment Co., Ltd. Class A",http://www.semirbiz.com,SHENZHEN,Consumer Non-Durables,Consumer Cyclicals,1,20110311,20180706,2.008274,5401.16,1767.217
000YMC-E,WNC,Wabash National Corporation,http://www.wabashnational.com,NYSE,Producer Manufacturing,Industrials,1,19911108,20180706,19.46,1121.932,1767.161
06NK9B-E,BF0K96,PLAY Communications SA,http://www.playcommunications.com,WARSAW,Communications,Telecommunications,1,20170727,20180706,6.153597,1561.22,1767.089
000R9T-E,NFX,Newfield Exploration Company,http://www.newfield.com,NYSE,Energy Minerals,Energy,1,19931112,20180706,30.22,5985.788,1767
003JK8-E,302323,PageGroup PLC,http://www.page.com,LONDON,Commercial Services,Business Services,1,20010328,20180706,7.586377,2487.286,1766.292
003JKV-E,3591,WACOAL HOLDINGS CORP,http://www.wacoalholdings.jp,TOKYO,Consumer Non-Durables,Consumer Cyclicals,1,19850102,20180706,28.24936,1996.92,1765.954
002X70-E,BRKR,Bruker Corporation,http://www.bruker.com,NASDAQ,Health Technology,Healthcare,1,20000804,20180706,29.27,4559.155,1765.9
067GJ6-E,B0148Q,Inner Mongolia First Machinery Group Co Ltd Class A,http://www.bfcygf.com,SHANGHAI,Producer Manufacturing,Industrials,1,20040518,20180706,1.847311,3121.276,1765.661
000F9L-E,CXW,"CoreCivic, Inc.",http://www.corecivic.com,NYSE,Finance,Finance,1,19970715,20180706,23.8,2854.54,1765.498
0GM4KG-E,BD3VFW,ConvaTec Group Plc,http://www.convatec.com,LONDON,Health Technology,Healthcare,1,20161026,20180706,2.517509,4938.028,1764.6
05TJ5Z-E,641118,"Hyundai Elevator Co., Ltd",http://www.hyundaielevator.co.kr,KOREA,Producer Manufacturing,Industrials,1,19960708,20180706,75.45141,2049.129,1763.54
065WR8-E,4544,Miraca Holdings Inc.,http://www.miraca-holdings.co.jp,TOKYO,Health Services,Healthcare,1,19850102,20180706,28.15881,1614.57,1763.022
06G5RQ-E,B0LX3Y,Aldar Properties - P J S C,http://www.aldar.com,ABU DHABI,Finance,Finance,1,20050405,20180705,0.5553816,4366.76,1762.317
0078TM-E,PANW,"Palo Alto Networks, Inc.",http://www.paloaltonetworks.com,NYSE,Electronic Technology,Technology,1,20120720,20180706,211.16,19362.69,1761.6
008M8X-E,B1F3QY,Beijing Jingkelong Co. Ltd. Class H,http://www.jkl.com.cn,HONG KONG,Retail Trade,Consumer Non-Cyclicals,1,20060925,20180706,0.2458959,101.3632,1761.522
05KNNH-E,FDS0CQKC,Energie AG Oberoesterreich,http://www.energieag.at,#NAME?,#NAME?,Utilities,1,NA,NA,,,1759.961
05KNNH-E,FDS0CQKH,Energie AG Oberoesterreich,http://www.energieag.at,#NAME?,#NAME?,Utilities,1,NA,NA,,,1759.961
003535-E,ICLR,ICON Plc,http://www.iconplc.com,NASDAQ,Health Technology,Healthcare,1,19980515,20180706,132.75,7113.719,1758.439
05LL10-E,FDS0EBMC,"McGraw-Hill Education, Inc.",http://www.mheducation.com,#NAME?,#NAME?,Business Services,1,NA,NA,,,1757.331
05YX6Z-E,624140,Oando PLC,http://www.oandoplc.com,NIGERIA,Energy Minerals,Energy,1,20000502,20180706,0.01794158,223.0392,1757.034
05L2RV-E,640988,"Harbin Pharmaceutical Group Co., Ltd. Class A",http://www.hayao.com,SHANGHAI,Health Technology,Healthcare,1,19940712,20180706,0.5761564,1466.291,1756.69
06WSWZ-E,B28XXH,Adani Ports & Special Economic Zone Ltd.,http://www.adaniports.com,BSE INDIA,Transportation,Industrials,1,20071127,20180706,5.313459,11003.92,1756.422
00GLK2-E,ENR,Energizer Holdings Inc,http://www.energizerholdings.com,NYSE,Consumer Non-Durables,Consumer Non-Cyclicals,1,20150612,20180706,64.89,3796.03,1755.7
004HJM-E,331266,AWG Plc,http://www.awg.com,LONDON,Utilities,Industrials,1,19891212,20061220,,,1755.399
004HJM-E,FDS0ORTJ,Anglian Water Group Ltd.,http://www.awg.com,#NAME?,#NAME?,Industrials,1,NA,NA,,,1755.399
05JQL2-E,640779,"Hanshin Construction Co., Ltd.",http://www.hanshinc.com,KOREA,Industrial Services,Industrials,1,19891102,20180706,17.65312,204.259,1755.23
05SHYH-E,FDSBAC95,Nynas AB Publ,http://www.nynas.com,#NAME?,Energy Minerals,Energy,1,NA,NA,,,1754.779
05SHYH-E,FDSF3696,Nynas AB,http://www.nynas.com,#NAME?,#NAME?,Energy,1,NA,NA,,,1754.779
0GCPCS-E,HRI,"Herc Holdings, Inc.",http://www.hercrentals.com,NYSE,Finance,Industrials,1,20160620,20180706,57.05,1621.475,1754.5
0GX91B-E,BNFWV7,Coface SA,http://www.coface.com,EURONEXT PARIS,Finance,Finance,1,20140627,20180706,10.8169,1700.938,1753.746
062LS0-E,644695,"Hubei Yihua Chemical Industry Co., Ltd Class A",http://www.hbyh.cn,SHENZHEN,Process Industries,Non-Energy Materials,1,19961003,20180706,0.300865,270.1367,1753.079
05HZT2-E,520824,Kongsberg Gruppen ASA,http://www.kongsberg.com,OSLO,Electronic Technology,Industrials,1,19931213,20180706,20.2302,2427.625,1752.901
067TWF-E,CVA,Covanta Holding Corporation,http://www.covanta.com,NYSE,Industrial Services,Business Services,1,19901206,20180706,16.95,2230.293,1752
05JLTY-E,BVFNDJ,Joy City Property Limited,http://www.joy-cityproperty.com,HONG KONG,Finance,Finance,1,19870812,20180706,0.123585,1758.754,1751.25
05HXDJ-E,637489,NLC India Limited,http://www.nlcindia.com,BSE INDIA,Energy Minerals,Utilities,1,19960906,20180706,1.092155,1669.433,1751.06
009856-E,B1V9NW,Hilton Food Group plc,http://www.hiltonfoodgroupplc.com,LONDON,Consumer Non-Durables,Consumer Non-Cyclicals,1,20070517,20180706,12.61077,1028.596,1750.817
05J3QL-E,BP46PW,Healthscope Ltd.,http://www.healthscope.com.au,ASX,Health Services,Healthcare,1,20140728,20180706,1.685588,2932.424,1748.276
000D63-E,COG,Cabot Oil & Gas Corporation,http://www.cabotog.com,NYSE,Energy Minerals,Energy,1,19900208,20180706,23.58,10582.88,1747.293
073TQR-E,B0B9GS,NOS SGPS SA,http://www.nos.pt,EURONEXT LISBON,Consumer Services,Telecommunications,1,19991116,20180706,5.723551,2948.552,1747.097
0DQG41-E,BMQX2Q,TSB Banking Group plc,http://www.tsb.co.uk,LONDON,Finance,Finance,1,20140620,20150727,,,1746.802
05JSX4-E,645166,"LARGAN Precision Co., Ltd.",http://www.largan.com.tw,TAIWAN,Electronic Technology,Industrials,1,20020311,20180706,151.1199,20271.25,1746.575
05J1Q7-E,245481,Industrias CH SA de CV Class B,http://www.industriasch.com.mx,MEXICO,Non-Energy Minerals,Non-Energy Materials,1,19931103,20180706,4.22888,1823.092,1746.174
05J1BT-E,245896,Industrias Ch Series'A'Npv,http://www.swisslog.com,MEXICO,Non-Energy Minerals,Technology,1,19930204,19960607,,,1746.174
05JZZV-E,614180,Coretronic Corporation,http://www.coretronic.com,TAIPEI,Electronic Technology,Technology,1,19990827,20180706,1.348757,585.9312,1745.581
062LPL-E,638955,Guangzhou Lonkey Industrial Co. Ltd. Class A,http://www.lonkey.com.cn,SHENZHEN,Consumer Non-Durables,Non-Energy Materials,1,19951206,20180706,1.069575,559.3281,1745.531
05HXF8-E,4021,Nissan Chemical Corporation,http://www.nissanchem.co.jp,TOKYO,Process Industries,Non-Energy Materials,1,19850102,20180706,45.54303,6831.455,1744.878
05J4QZ-E,B1XBYT,Thomas Cook (India) Limited,http://www.thomascook.in,BSE INDIA,Consumer Services,Business Services,1,19940923,20180706,3.985458,1476.257,1744.847
0032H5-E,SR,Spire Inc.,http://www.spireenergy.com,NYSE,Utilities,Utilities,1,19841105,20180706,74.35,3716.199,1744.8
003Q2V-E,OSTK,"Overstock.com, Inc.",http://www.overstock.com,NASDAQ,Retail Trade,Consumer Non-Cyclicals,1,20020530,20180706,36.8,1064.891,1744.756
0DZXKR-E,619403,Kakao Corp.,http://www.kakaocorp.com,KOREA,Technology Services,Technology,1,19991111,20180706,102.6032,7827.146,1744.634
0CL6VB-E,611060,AVIC Capital Co. Ltd. Class A,http://www.aviccapital.com,SHANGHAI,Finance,Industrials,1,19960520,20180706,0.661903,5941.457,1744.111
000NSF-E,840MXZA0,Kentucky Utilities Co.,http://www.lge-ku.com,#NAME?,#NAME?,Utilities,1,NA,NA,,,1744
003LLD-E,457178,NH Hotel Group SA,http://www.nh-hotels.com,SPAIN,Consumer Services,Consumer Services,1,19850102,20180706,7.442498,2918.801,1743.884
05W4CF-E,263209,Massy Holdings Ltd,http://www.massygroup.com,TRINIDAD & TOBAGO,Producer Manufacturing,Consumer Non-Cyclicals,1,19960612,20180706,6.986453,683.0202,1743.755
0711Y4-E,BD1R1M,Siamgas & Petrochemicals Public Co. Ltd.,http://www.siamgas.com,THAILAND,Utilities,Energy,1,20080603,20180706,0.2999246,551.2204,1743.18
05J0W0-E,6856,"Horiba , Ltd.",http://www.horiba.co.jp,TOKYO,Electronic Technology,Industrials,1,19850102,20180706,68.26928,2903.68,1742.554
002Z19-E,DNB,Dun & Bradstreet Corporation,http://www.dnb.com,NYSE,Commercial Services,Business Services,1,20000918,20180706,126.84,4675.306,1742.5
0FCC77-E,GSM,Ferroglobe PLC,http://www.ferroglobe.com,NASDAQ,Process Industries,Non-Energy Materials,1,20090730,20180706,8.13,1403.332,1741.693
000VS0-E,SCHL,Scholastic Corporation,http://www.scholastic.com,NASDAQ,Consumer Services,Consumer Services,1,19920225,20180706,46.74,1600.205,1741.6
05G8YJ-E,*IPL,Inter Pipeline Ltd.,http://www.interpipeline.com,TORONTO,Industrial Services,Energy,1,19981127,20180706,19.30977,7368.15,1741.589
062HVX-E,667681,Lingyun Industrial Corp. Ltd. Class A,http://www.lingyun.com.cn,SHANGHAI,Consumer Durables,Consumer Cyclicals,1,20030815,20180706,1.406544,640.0773,1741.343
003PT4-E,FDSF16E1,Union Gas Limited,http://www.uniongas.com,#NAME?,Industrial Services,Energy,1,NA,NA,,,1741.127
00B95T-E,BFAM,"Bright Horizons Family Solutions, Inc.",http://www.brighthorizons.com,NYSE,Commercial Services,Consumer Non-Cyclicals,1,20130125,20180706,106.11,6137.131,1740.905
06VR41-E,283694,Kroton Educacional S.A.,http://www.kroton.com.br,SAO PAULO,Commercial Services,Consumer Non-Cyclicals,1,20120314,20180706,2.853398,4394.54,1740.824
07T7BH-E,KLXI,"KLX, Inc.",http://www.klx.com,NASDAQ,Electronic Technology,Industrials,1,20141203,20180706,71.88,3653.28,1740.8
09CFGH-E,BW0D7R,OVS SpA,http://www.ovscorporate.it,MILAN,Consumer Non-Durables,Consumer Cyclicals,1,20150302,20180706,3.308561,751.0433,1740.732
05HMFJ-E,547970,Tieto Oyj,http://www.tieto.com,OMX NORDIC HELSINKI,Technology Services,Technology,1,19880104,20180706,31.46307,2331.705,1740.629
05HMFJ-E,2460511A,Tieto Oyj,http://www.tieto.com,#NAME?,#NAME?,Technology,1,NA,NA,,,1740.629
05HMFJ-E,2460511B,Tieto Oyj,http://www.tieto.com,#NAME?,#NAME?,Technology,1,NA,NA,,,1740.629
05HMFJ-E,2460511C,Tieto Oyj,http://www.tieto.com,#NAME?,#NAME?,Technology,1,NA,NA,,,1740.629
05HMFJ-E,2460511D,Tieto Oyj,http://www.tieto.com,#NAME?,#NAME?,Technology,1,NA,NA,,,1740.629
05HZT7-E,9830,Trusco Nakayama Corporation,http://www.trusco.co.jp,TOKYO,Distribution Services,Industrials,1,19891102,20180706,24.03006,1586.194,1739.852
006DR9-E,B1CNDB,StarHub Ltd,http://www.starhub.com,SINGAPORE,Communications,Telecommunications,1,20041013,20180706,1.244294,2154.684,1739.035
0B4C22-E,BD8CRP,China Development Bank Financial Leasing Co Ltd Class H,http://www.cdb-leasing.com,HONG KONG,#NAME?,Finance,1,20160711,20180706,0.1923849,2432.203,1738.025
05SLPP-E,B0LDBX,Indutrade AB,http://www.indutrade.se,OMX NORDIC STOCKHOLM,Producer Manufacturing,Industrials,1,20051005,20180706,23.81539,2878.209,1737.981
05J4W1-E,698495,Nexen Tire Corp,http://www.nexentire.com,KOREA,Consumer Durables,Consumer Cyclicals,1,19890420,20180706,9.364219,914.5834,1737.97
07F53F-E,BF41XY,Landis+Gyr Group AG,http://www.landisgyr.com,SIX SWISS,Producer Manufacturing,Industrials,1,20170721,20180706,65.56134,1934.715,1737.814
0DVBD9-E,BNGMV5,"Seoyon E-Hwa Co., Ltd.",http://www.seoyoneh.com,KOREA,Producer Manufacturing,Consumer Cyclicals,1,20140808,20180706,5.555805,150.1647,1737.419
0609LR-E,642457,"Beijing Hualian Hypermarket Co., Ltd. Class A",http://www.beijing-hualian.com,SHANGHAI,Retail Trade,Consumer Non-Cyclicals,1,20011129,20180706,0.6047387,402.6398,1736.6
06246F-E,676939,"Shenyang Chemical Industry Co., Ltd. Class A",http://www.sychem.com,SHENZHEN,Process Industries,Non-Energy Materials,1,19970224,20180706,0.6197819,507.9202,1735.477
05HWV8-E,607496,Bank of the Philippine Islands,http://www.bpi.com.ph,PHILIPPINES,Finance,Finance,1,19941026,20180706,1.638347,7376.571,1735.171
05J573-E,203911,Companhia de Gas de Sao Paulo - COMGAS Pfd Registered A,http://www.comgas.com.br,SAO PAULO,Utilities,Utilities,1,19970930,20180706,14.91607,1959.54,1734.594
05J0WC-E,BDRTVP,Genting Singapore Limited,http://www.gentingsingapore.com,SINGAPORE,Consumer Services,Consumer Services,1,19920910,20180706,0.8614343,10418.21,1733.138
0088RM-E,EVR,Evercore Inc Class A,http://www.evercore.com,NYSE,Finance,Finance,1,20060811,20180706,107.6,4843.549,1732.803
069RHY-E,634995,Rain Industries Limited,http://www.rain-industries.com,BSE INDIA,Non-Energy Minerals,Energy,1,19940718,20180706,2.835248,953.6234,1731.731
0BD09Y-E,B760S1,Guodian Technology & Environment Group Corp. Ltd. Class H,http://www.khjt.com.cn,HONG KONG,Producer Manufacturing,Industrials,1,20111230,20180706,0.05223696,316.7529,1731.669
062LDS-E,B0C5QR,IDFC Ltd.,http://www.idfc.com,BSE INDIA,Finance,Finance,1,20050812,20180706,0.6473103,1033.337,1731.332
0664LR-E,612908,"Anhui Zhongding Sealing Parts Co., Ltd. Class A",http://www.zhongdinggroup.com,SHENZHEN,Producer Manufacturing,Non-Energy Materials,1,19981207,20180706,2.003761,2473.523,1731.269
05J094-E,624730,APA Group,http://www.apa.com.au,ASX,Industrial Services,Energy,1,20000613,20180706,7.499755,8848.623,1731.049
009D6J-E,B1Z764,Vinda International Holdings Limited,http://www.vinda.com,HONG KONG,Consumer Non-Durables,Consumer Non-Cyclicals,1,20070710,20180706,1.646101,1966.091,1730.563
07HTTK-E,CLW,Clearwater Paper Corporation,http://www.clearwaterpaper.com,NYSE,Process Industries,Consumer Non-Cyclicals,1,20081205,20180706,24.5,403.2945,1730.408
07LC40-E,B17R24,Wacker Neuson SE,http://www.wackerneuson.com,XETRA,Producer Manufacturing,Industrials,1,20070515,20180706,24.7613,1736.757,1730.139
08NR1N-E,B3SYJL,"Kangde Xin Composite Material Group Co., Ltd. Class A",http://www.kangdexin.com,SHENZHEN,Process Industries,Non-Energy Materials,1,20100716,20180601,2.569387,9092.029,1729.568
05HYW5-E,620513,Sembcorp Marine Ltd,http://www.sembcorpmarine.com.sg,SINGAPORE,Producer Manufacturing,Energy,1,19871221,20180706,1.406273,2938.774,1729.367
0FL31H-E,BDZT00,KTM Industries AG,http://www.ktm-industries.com,VIENNA,Commercial Services,Consumer Cyclicals,1,20040322,20180706,74.7777,1685.39,1729.121
000NXM-E,KRO,"Kronos Worldwide, Inc.",http://www.kronostio2.com,NYSE,Process Industries,Non-Energy Materials,1,20031205,20180706,22.4,2569.547,1729
06D6RC-E,BF4704,Vietnam Prosperity Joint-Sock Commercial Bank,http://www.vpbank.com.vn,VIETNAM,Finance,Finance,1,20170817,20180706,1.169883,2834.688,1728.658
0GKRVD-E,SBAC,SBA Communications Corp. Class A,http://www.sbasite.com,NASDAQ,Finance,Finance,1,19990616,20180706,165.46,19124.33,1727.674
0021TL-E,78388J91,Sba Communications Corporati,http://www.sbasite.com,#NAME?,Communications,Telecommunications,1,NA,NA,,,1727.674
05J2FV-E,589866,Mytilineos Holdings S.A.,http://www.mytilineos.gr,ATHENS,Producer Manufacturing,Industrials,1,19950810,20180706,9.8763,1411.236,1726.465
06SHQJ-E,B1YC5L,Asciano Limited,http://www.asciano.com,ASX,Transportation,Industrials,1,20070606,20160802,,,1726.33
063BLR-E,FDS0PX05,Van Oord NV,http://www.vanoord.com,#NAME?,#NAME?,Consumer Services,1,NA,NA,,,1726.039
05HZLT-E,606100,Santam Limited,http://www.santam.co.za,JSE,Finance,Finance,1,19850102,20180706,21.55582,2481.752,1725.932
05WR2Z-E,641983,"Jinzhou Cihang Group Co., Ltd Class A",http://www.goldzb.com,SHENZHEN,Consumer Durables,Consumer Cyclicals,1,19960510,20180706,0.5550959,1178.885,1725.715
